runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,duplicate conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of duplicate conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,num_of_descendants,preprocessing runtime,solver name,instance name
0.931072,1079,2157,314501,700440,1102,1102,1082,1096,358,349,98,406,0,225,0,0,302,1654,0.235938,0.022304,0.202579,0.010303,0.026482,0.098116,0.188257,0.007932,0.003172,0.02848,0.289214,0.500596,2766,0.009637,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-19.scen:
0.949033,1079,2157,314501,700440,1102,1102,1082,1096,358,349,98,406,0,225,0,0,302,1654,0.287561,0.028598,0.016618,0.013435,0.034129,0.125851,0,0.009942,0.004012,0.035608,0.387146,0.415178,2766,0.006049,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-19.scen:
0.07259,64,127,9320,31247,974,974,965,972,38,42,6,3,0,12,0,0,73,50,0.027209,0.001023,0.014668,0.000695,0.001832,0.007202,0.013566,0.002469,0.000206,0.002133,0.012188,0.027188,176,0.010282,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-20.scen:
0.072717,64,127,9320,31247,974,974,965,972,38,42,6,3,0,12,0,0,73,50,0.033917,0.001516,0.001312,0.000922,0.00264,0.00807,0,0.002596,0.000261,0.002908,0.016972,0.019005,176,0.00658,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-20.scen:
1.86384,2158,4315,439022,1103606,1035,1035,1017,1027,724,1233,168,363,0,393,0,0,1004,3468,0.56953,0.029578,0.343688,0.043652,0.099216,0.18808,0.316515,0.029927,0.007383,0.063078,0.47044,0.831847,5435,0.005743,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-21.scen:
1.57583,2158,4315,439022,1103606,1035,1035,1017,1027,724,1233,168,363,0,393,0,0,1004,3468,0.567835,0.029543,0.024526,0.045049,0.104618,0.198511,0,0.030718,0.007112,0.061812,0.485682,0.528469,5435,0.006901,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-21.scen:
0.464166,410,819,65172,207625,1027,1027,1014,1023,137,244,75,47,0,43,0,0,310,772,0.16158,0.006949,0.100496,0.012444,0.019291,0.039227,0.093907,0.00785,0.001669,0.014107,0.090331,0.194948,1078,0.006671,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-22.scen:
0.345357,410,819,65172,207625,1027,1027,1014,1023,137,244,75,47,0,43,0,0,310,772,0.144832,0.006439,0.00566,0.012746,0.019688,0.037825,0,0.006895,0.001592,0.013217,0.087012,0.096909,1078,0.006155,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-22.scen:
0.055311,21,41,6066,19746,1088,1088,1077,1087,14,7,3,0,0,10,0,0,58,11,0.027207,0.000421,0.005991,0.00061,0.000418,0.008193,0.005487,0.002143,9.20E-05,0.001104,0.006885,0.013013,63,0.006083,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-23.scen:
0.040286,21,41,6066,19746,1088,1088,1077,1087,14,7,3,0,0,10,0,0,58,11,0.021645,0.000322,0.000377,0.000489,0.000337,0.007181,0,0.00167,6.70E-05,0.00086,0.005479,0.00604,63,0.007196,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-23.scen:
1.42302,331,663,183239,386776,925,925,911,920,334,209,0,49,0,73,0,0,137,438,0.559451,0.005553,0.165042,0.000285,0.005533,0.430725,0.157313,0.017125,0.001745,0.021241,0.223179,0.392904,1280,0.006208,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-24.scen:
0.842259,331,663,183239,386776,925,925,911,920,334,209,0,49,0,73,0,0,137,438,0.366356,0.003761,0.005101,0.000195,0.003975,0.283172,0,0.011954,0.001342,0.015327,0.155479,0.164468,1280,0.005853,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-24.scen:
0.353334,280,559,45214,137888,1109,1109,1095,1106,108,168,47,51,0,13,0,0,165,486,0.119951,0.004155,0.073891,0.005697,0.019187,0.050032,0.069096,0.004309,0.001008,0.009054,0.062075,0.138845,737,0.006009,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-25.scen:
0.292954,280,559,45214,137888,1109,1109,1095,1106,108,168,47,51,0,13,0,0,165,486,0.116005,0.00421,0.004435,0.005886,0.019491,0.060544,0,0.004647,0.001028,0.008575,0.062675,0.070212,737,0.009099,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-25.scen:
